kmer,hubness,count,k,community,count_fraction
SEQUENCE,0.009444100051016284,7,1,26,0.014227642276422764
PROMOTER,0.004007219127388695,7,1,26,0.014227642276422764
TRANSCRIPTIONAL,0.0021743941655198826,7,1,26,0.014227642276422764
NEGATIVE,0.005873868911033493,6,1,26,0.012195121951219513
POSITIVE,0.005225299146081663,6,1,26,0.012195121951219513
REGION,0.004479220707949419,6,1,26,0.012195121951219513
REGULATORY,0.004479220707949419,6,1,26,0.012195121951219513
MECP2,0.001010252020528063,6,1,26,0.012195121951219513
FAMILY,0.0007178499422879182,6,1,26,0.012195121951219513
NUCLEAR,0.016437302489245263,5,1,26,0.01016260162601626
DEACETYLASE,0.0027593481417252726,5,1,26,0.01016260162601626
VITAMIN,0.001620503665985836,5,1,26,0.01016260162601626
FOXO,0.0014604183291656928,5,1,26,0.01016260162601626
DOMAIN,0.0009137793485779969,5,1,26,0.01016260162601626
CELLS,0.0008855445357008575,5,1,26,0.01016260162601626
2,0.0007761375705604187,5,1,26,0.01016260162601626
AP,0.0007761375705604187,5,1,26,0.01016260162601626
TFAP2,0.0007761375705604187,5,1,26,0.01016260162601626
INVOLVED,0.000495867866097664,5,1,26,0.01016260162601626
STEROID,0.019068308562679423,4,1,26,0.008130081300813009
CHROMATIN,0.007588664696570071,4,1,26,0.008130081300813009
ACID,0.006511470706099769,4,1,26,0.008130081300813009
HISTONE,0.0029699576706923247,4,1,26,0.008130081300813009
CIRCADIAN,0.0027152022628961067,4,1,26,0.008130081300813009
NEURON,0.0007552022088859595,4,1,26,0.008130081300813009
TYPE,0.0005177208840869732,4,1,26,0.008130081300813009
BIOSYNTHETIC,0.01827164135149462,3,1,26,0.006097560975609756
PROCESS,0.01827164135149462,3,1,26,0.006097560975609756
INTRACELLULAR,0.015214926407939163,3,1,26,0.006097560975609756
DOUBLE,0.01158286350324283,3,1,26,0.006097560975609756
STRANDED,0.01158286350324283,3,1,26,0.006097560975609756
COACTIVATOR,0.00970158605021834,3,1,26,0.006097560975609756
ESTROGEN,0.0039576803481557,3,1,26,0.006097560975609756
CORE,0.003784301948809214,3,1,26,0.006097560975609756
SUMOYLATION,0.0035050816346187826,3,1,26,0.006097560975609756
ACTIVATED,0.0031026768562694568,3,1,26,0.006097560975609756
PEROXISOME,0.0031026768562694568,3,1,26,0.006097560975609756
PROLIFERATOR,0.0031026768562694568,3,1,26,0.006097560975609756
RECEPTORS,0.002302010167836307,3,1,26,0.006097560975609756
ACTIVATES,0.0022413003720639277,3,1,26,0.006097560975609756
ACTIVATION,0.0021785087652410585,3,1,26,0.006097560975609756
BETA,0.0019330565735854385,3,1,26,0.006097560975609756
RUNX2,0.0015409225238409343,3,1,26,0.006097560975609756
NEURONAL,0.0010045006185657199,3,1,26,0.006097560975609756
ADIPOSE,0.0009391903264049298,3,1,26,0.006097560975609756
TISSUE,0.0009391903264049298,3,1,26,0.006097560975609756
CYCLE,0.000621365809501022,3,1,26,0.006097560975609756
RUNX3,0.0005810266355666828,3,1,26,0.006097560975609756
MATURATION,0.00048587192002313675,3,1,26,0.006097560975609756
III,0.0003756505818326484,3,1,26,0.006097560975609756
DNA BINDING,0.007285841049365468,25,2,26,0.0508130081300813
RECEPTOR BINDING,0.010854020423266223,13,2,26,0.026422764227642278
RNA POLYMERASE,0.0054062733168601254,13,2,26,0.026422764227642278
TRANSCRIPTION FACTOR,0.011582341979602112,11,2,26,0.022357723577235773
FACTOR BINDING,0.010753586748682938,11,2,26,0.022357723577235773
POLYMERASE II,0.007595824415626041,9,2,26,0.018292682926829267
CELLULAR RESPONSE,0.011103278879428842,8,2,26,0.016260162601626018
SIGNALING PATHWAY,0.010469782248081483,8,2,26,0.016260162601626018
GENE EXPRESSION,0.001441866069919783,8,2,26,0.016260162601626018
REGULATES TRANSCRIPTION,0.0005766538607118905,8,2,26,0.016260162601626018
SPECIFIC DNA,0.010436573284737969,7,2,26,0.014227642276422764
SEQUENCE SPECIFIC,0.009444100051016284,7,2,26,0.014227642276422764
HORMONE RECEPTOR,0.01672554743950008,6,2,26,0.012195121951219513
RECEPTOR SIGNALING,0.009639055866146435,6,2,26,0.012195121951219513
NEGATIVE REGULATION,0.005873868911033493,6,2,26,0.012195121951219513
POSITIVE REGULATION,0.005225299146081663,6,2,26,0.012195121951219513
REGULATORY REGION,0.004479220707949419,6,2,26,0.012195121951219513
MEDIATED TRANSCRIPTION,0.001260394954992452,6,2,26,0.012195121951219513
RUNX1 REGULATES,0.0005570668476139778,6,2,26,0.012195121951219513
BINDING TRANSCRIPTION,0.016589132736331634,5,2,26,0.01016260162601626
TRANSCRIPTION FACTORS,0.0010385556871389066,5,2,26,0.01016260162601626
DOMAIN BINDING,0.0009137793485779969,5,2,26,0.01016260162601626
REGULATION GENE,0.0008637951922794273,5,2,26,0.01016260162601626
PROTEIN BINDING,0.000852018851144111,5,2,26,0.01016260162601626
AP 2,0.0007761375705604187,5,2,26,0.01016260162601626
STEROID HORMONE,0.019068308562679423,4,2,26,0.008130081300813009
NUCLEAR RECEPTOR,0.014346015487694801,4,2,26,0.008130081300813009
TRANSCRIPTIONAL REGULATION,0.0025864268021172847,4,2,26,0.008130081300813009
DEACETYLASE ACTIVITY,0.0017383035710726684,4,2,26,0.008130081300813009
REGION DNA,0.0016141545365805344,4,2,26,0.008130081300813009
FOXO MEDIATED,0.0015300428075246627,4,2,26,0.008130081300813009
2 FAMILY,0.0006044976373816342,4,2,26,0.008130081300813009
TFAP2 AP,0.0006044976373816342,4,2,26,0.008130081300813009
GENES INVOLVED,0.0005325491223135643,4,2,26,0.008130081300813009
TRANSCRIPTION GENES,0.0005325491223135643,4,2,26,0.008130081300813009
BIOSYNTHETIC PROCESS,0.01827164135149462,3,2,26,0.006097560975609756
DOUBLE STRANDED,0.01158286350324283,3,2,26,0.006097560975609756
TRANSCRIPTION COACTIVATOR,0.00970158605021834,3,2,26,0.006097560975609756
MEDIATED SIGNALING,0.008806738307203011,3,2,26,0.006097560975609756
RECEPTOR ACTIVITY,0.007949414022777393,3,2,26,0.006097560975609756
CHROMATIN BINDING,0.006985722472639822,3,2,26,0.006097560975609756
PROMOTER SEQUENCE,0.00648334250554435,3,2,26,0.006097560975609756
ESTROGEN RECEPTOR,0.0039576803481557,3,2,26,0.006097560975609756
CORE PROMOTER,0.003784301948809214,3,2,26,0.006097560975609756
ACTIVATED RECEPTOR,0.0031026768562694568,3,2,26,0.006097560975609756
PEROXISOME PROLIFERATOR,0.0031026768562694568,3,2,26,0.006097560975609756
PROLIFERATOR ACTIVATED,0.0031026768562694568,3,2,26,0.006097560975609756
TRANSCRIPTION REGULATORY,0.001959075050231863,3,2,26,0.006097560975609756
RUNX2 REGULATES,0.0015409225238409343,3,2,26,0.006097560975609756
RESPONSE VITAMIN,0.0014662656416425275,3,2,26,0.006097560975609756
FAMILY TRANSCRIPTION,0.0009884966405460179,3,2,26,0.006097560975609756
ADIPOSE TISSUE,0.0009391903264049298,3,2,26,0.006097560975609756
TISSUE DEVELOPMENT,0.0009391903264049298,3,2,26,0.006097560975609756
TRANSCRIPTION CELL,0.0007889215320524669,3,2,26,0.006097560975609756
MECP2 REGULATES,0.0007467670896768817,3,2,26,0.006097560975609756
CELL DIFFERENTIATION,0.0007123476472864409,3,2,26,0.006097560975609756
CELL CYCLE,0.000621365809501022,3,2,26,0.006097560975609756
RUNX3 REGULATES,0.0005810266355666828,3,2,26,0.006097560975609756
POLYMERASE III,0.0003756505818326484,3,2,26,0.006097560975609756
TRANSCRIPTION FACTOR BINDING,0.012733837931603618,9,3,26,0.018292682926829267
RNA POLYMERASE II,0.007595824415626041,9,3,26,0.018292682926829267
SPECIFIC DNA BINDING,0.010436573284737969,7,3,26,0.014227642276422764
RECEPTOR SIGNALING PATHWAY,0.009639055866146435,6,3,26,0.012195121951219513
SEQUENCE SPECIFIC DNA,0.008159853389035429,6,3,26,0.012195121951219513
DNA BINDING TRANSCRIPTION,0.016589132736331634,5,3,26,0.01016260162601626
HORMONE RECEPTOR BINDING,0.018568907281305967,4,3,26,0.008130081300813009
REGION DNA BINDING,0.0016141545365805344,4,3,26,0.008130081300813009
REGULATORY REGION DNA,0.0016141545365805344,4,3,26,0.008130081300813009
FOXO MEDIATED TRANSCRIPTION,0.0015300428075246627,4,3,26,0.008130081300813009
REGULATION GENE EXPRESSION,0.0007152782164741027,4,3,26,0.008130081300813009
AP 2 FAMILY,0.0006044976373816342,4,3,26,0.008130081300813009
TFAP2 AP 2,0.0006044976373816342,4,3,26,0.008130081300813009
REGULATES TRANSCRIPTION GENES,0.0005325491223135643,4,3,26,0.008130081300813009
RUNX1 REGULATES TRANSCRIPTION,0.0005325491223135643,4,3,26,0.008130081300813009
TRANSCRIPTION GENES INVOLVED,0.0005325491223135643,4,3,26,0.008130081300813009
BINDING TRANSCRIPTION FACTOR,0.020608161414228197,3,3,26,0.006097560975609756
STEROID HORMONE RECEPTOR,0.01611308667994346,3,3,26,0.006097560975609756
PROMOTER SEQUENCE SPECIFIC,0.00648334250554435,3,3,26,0.006097560975609756
PEROXISOME PROLIFERATOR ACTIVATED,0.0031026768562694568,3,3,26,0.006097560975609756
PROLIFERATOR ACTIVATED RECEPTOR,0.0031026768562694568,3,3,26,0.006097560975609756
TRANSCRIPTION REGULATORY REGION,0.001959075050231863,3,3,26,0.006097560975609756
FAMILY TRANSCRIPTION FACTORS,0.0009884966405460179,3,3,26,0.006097560975609756
ADIPOSE TISSUE DEVELOPMENT,0.0009391903264049298,3,3,26,0.006097560975609756
RNA POLYMERASE III,0.0003756505818326484,3,3,26,0.006097560975609756
DNA,0.010420412027752422,11,1,27,0.022357723577235773
REGULATION,0.010657901378722514,10,1,27,0.02032520325203252
EXPRESSION,0.01353399030523105,9,1,27,0.018292682926829267
SIGNALING,0.010148444508454093,7,1,27,0.014227642276422764
TRANSCRIPTION,0.01249249729175412,6,1,27,0.012195121951219513
CHROMATIN,0.008561028073769282,6,1,27,0.012195121951219513
SENESCENCE,0.012134528627663965,5,1,27,0.01016260162601626
DIFFERENTIATION,0.011912541074992861,5,1,27,0.01016260162601626
ORGANIZATION,0.011381505337765012,5,1,27,0.01016260162601626
REPAIR,0.010711707124719382,5,1,27,0.01016260162601626
PROTEIN,0.0073515395725265355,5,1,27,0.01016260162601626
RESPONSE,0.005590747138068698,5,1,27,0.01016260162601626
RRNA,0.016729865122683596,4,1,27,0.008130081300813009
GENES,0.016068643421305113,4,1,27,0.008130081300813009
GENE,0.013595293597102983,4,1,27,0.008130081300813009
HISTONES,0.012127667666879425,4,1,27,0.008130081300813009
RUNX1,0.011702925951566197,4,1,27,0.008130081300813009
TRANSCRIPTIONAL,0.011611512476943262,4,1,27,0.008130081300813009
FORMATION,0.010893320162419149,4,1,27,0.008130081300813009
ASSEMBLY,0.01080534775958291,4,1,27,0.008130081300813009
REGULATES,0.01643951166626172,3,1,27,0.006097560975609756
RNA,0.016010000183475214,3,1,27,0.006097560975609756
EPIGENETIC,0.01590197747040062,3,1,27,0.006097560975609756
STRESS,0.014054433694408168,3,1,27,0.006097560975609756
CELLULAR,0.013314129102429559,3,1,27,0.006097560975609756
INVOLVED,0.01291548517326399,3,1,27,0.006097560975609756
RHO,0.01151688950816559,3,1,27,0.006097560975609756
COMPLEX,0.011448365500605476,3,1,27,0.006097560975609756
NUCLEOSOME,0.009592230443966976,3,1,27,0.006097560975609756
BREAK,0.009257484809998032,3,1,27,0.006097560975609756
DOUBLE,0.009257484809998032,3,1,27,0.006097560975609756
STRAND,0.009257484809998032,3,1,27,0.006097560975609756
RNAS,0.005638029167761496,3,1,27,0.006097560975609756
ACTIVITY,0.005410324466232771,3,1,27,0.006097560975609756
BINDING,0.0037476066381101187,3,1,27,0.006097560975609756
RRNA EXPRESSION,0.016729865122683596,4,2,27,0.008130081300813009
EPIGENETIC REGULATION,0.01590197747040062,3,2,27,0.006097560975609756
TRANSCRIPTIONAL REGULATION,0.015336633806245323,3,2,27,0.006097560975609756
GENE EXPRESSION,0.013119280424673113,3,2,27,0.006097560975609756
DNA DOUBLE,0.009257484809998032,3,2,27,0.006097560975609756
DOUBLE STRAND,0.009257484809998032,3,2,27,0.006097560975609756
STRAND BREAK,0.009257484809998032,3,2,27,0.006097560975609756
DNA DOUBLE STRAND,0.009257484809998032,3,3,27,0.006097560975609756
DOUBLE STRAND BREAK,0.009257484809998032,3,3,27,0.006097560975609756
PROCESS,0.08679603084079511,10,1,28,0.02032520325203252
REGULATION,0.05631849442751656,7,1,28,0.014227642276422764
CARBOHYDRATE,0.08027419373684794,6,1,28,0.012195121951219513
METABOLIC,0.09295118252438882,5,1,28,0.01016260162601626
CELLULAR,0.05653558673803697,5,1,28,0.01016260162601626
RESPONSE,0.011767188635844748,5,1,28,0.01016260162601626
BIOSYNTHETIC,0.11258904899176714,3,1,28,0.006097560975609756
POLYSACCHARIDE,0.05058451749659979,3,1,28,0.006097560975609756
METABOLIC PROCESS,0.09295118252438882,5,2,28,0.01016260162601626
BIOSYNTHETIC PROCESS,0.11258904899176714,3,2,28,0.006097560975609756
CELLULAR CARBOHYDRATE,0.08654273763647045,3,2,28,0.006097560975609756
CARBOHYDRATE METABOLIC,0.07456212244132178,3,2,28,0.006097560975609756
REGULATION CARBOHYDRATE,0.07400564983722542,3,2,28,0.006097560975609756
REGULATION CELLULAR,0.04542708844846242,3,2,28,0.006097560975609756
CARBOHYDRATE METABOLIC PROCESS,0.07456212244132178,3,3,28,0.006097560975609756
ACTIVITY,0.010029554945508687,53,1,29,0.10772357723577236
KINASE,0.004542614511032393,19,1,29,0.03861788617886179
BINDING,0.011336107381220638,16,1,29,0.032520325203252036
PROTEIN,0.002040760207823343,15,1,29,0.03048780487804878
INHIBITOR,0.005595079005049834,13,1,29,0.026422764227642278
ACTIVATOR,0.004361493784765131,13,1,29,0.026422764227642278
GTPASE,0.022995489532812587,11,1,29,0.022357723577235773
REGULATOR,0.019555491930869504,11,1,29,0.022357723577235773
REGULATION,0.019993755390803628,9,1,29,0.018292682926829267
EXCHANGE,0.015046636754037125,9,1,29,0.018292682926829267
FACTOR,0.014098345402962061,9,1,29,0.018292682926829267
NUCLEOTIDE,0.01577142787600018,8,1,29,0.016260162601626018
GUANYL,0.017917398419717675,7,1,29,0.014227642276422764
SERINE,0.004970886572139025,7,1,29,0.014227642276422764
ENDOPEPTIDASE,0.009225320424307099,6,1,29,0.012195121951219513
THREONINE,0.0033406672737704246,6,1,29,0.012195121951219513
PROCESS,0.007519184709837122,5,1,29,0.01016260162601626
TYPE,0.007338641631415228,5,1,29,0.01016260162601626
PHOSPHATASE,0.0038895877510211133,5,1,29,0.01016260162601626
RHO,0.026491292577535942,4,1,29,0.008130081300813009
SIGNALLING,0.023266301908494255,4,1,29,0.008130081300813009
RAB,0.013721560340859945,4,1,29,0.008130081300813009
RECEPTOR,0.012056953570815607,4,1,29,0.008130081300813009
CYSTEINE,0.0054852514486813785,4,1,29,0.008130081300813009
APOPTOTIC,0.003906396058690339,4,1,29,0.008130081300813009
INVOLVED,0.003906396058690339,4,1,29,0.008130081300813009
ATPASE,0.0027387491053042614,4,1,29,0.008130081300813009
DEATH,0.023720791840016787,3,1,29,0.006097560975609756
ENZYME,0.021520415514275627,3,1,29,0.006097560975609756
PEPTIDASE,0.009856547001748065,3,1,29,0.006097560975609756
CYCLIN,0.003029901796321934,3,1,29,0.006097560975609756
DEPENDENT,0.003029901796321934,3,1,29,0.006097560975609756
INHIBITOR ACTIVITY,0.005595079005049834,13,2,29,0.026422764227642278
ACTIVATOR ACTIVITY,0.004361493784765131,13,2,29,0.026422764227642278
REGULATOR ACTIVITY,0.015924919470339725,10,2,29,0.02032520325203252
EXCHANGE FACTOR,0.01577142787600018,8,2,29,0.016260162601626018
FACTOR ACTIVITY,0.01577142787600018,8,2,29,0.016260162601626018
NUCLEOTIDE EXCHANGE,0.01577142787600018,8,2,29,0.016260162601626018
GUANYL NUCLEOTIDE,0.017917398419717675,7,2,29,0.014227642276422764
GTPASE BINDING,0.026386867904657885,6,2,29,0.012195121951219513
PROTEIN SERINE,0.0033406672737704246,6,2,29,0.012195121951219513
SERINE THREONINE,0.0033406672737704246,6,2,29,0.012195121951219513
TYPE ENDOPEPTIDASE,0.007338641631415228,5,2,29,0.01016260162601626
KINASE ACTIVATOR,0.004723939900449266,5,2,29,0.01016260162601626
THREONINE KINASE,0.0037385853592727634,5,2,29,0.01016260162601626
CYSTEINE TYPE,0.0054852514486813785,4,2,29,0.008130081300813009
ACTIVITY INVOLVED,0.003906396058690339,4,2,29,0.008130081300813009
APOPTOTIC PROCESS,0.003906396058690339,4,2,29,0.008130081300813009
INVOLVED APOPTOTIC,0.003906396058690339,4,2,29,0.008130081300813009
KINASE BINDING,0.003464758020144846,4,2,29,0.008130081300813009
ENDOPEPTIDASE INHIBITOR,0.009335516887254548,3,2,29,0.006097560975609756
KINASE INHIBITOR,0.005563604640445137,3,2,29,0.006097560975609756
CYCLIN DEPENDENT,0.003029901796321934,3,2,29,0.006097560975609756
DEPENDENT PROTEIN,0.003029901796321934,3,2,29,0.006097560975609756
PROTEIN KINASE,0.0011260211298260716,3,2,29,0.006097560975609756
KINASE KINASE,0.0011039203858428353,3,2,29,0.006097560975609756
EXCHANGE FACTOR ACTIVITY,0.01577142787600018,8,3,29,0.016260162601626018
NUCLEOTIDE EXCHANGE FACTOR,0.01577142787600018,8,3,29,0.016260162601626018
GUANYL NUCLEOTIDE EXCHANGE,0.017917398419717675,7,3,29,0.014227642276422764
PROTEIN SERINE THREONINE,0.0033406672737704246,6,3,29,0.012195121951219513
KINASE ACTIVATOR ACTIVITY,0.004723939900449266,5,3,29,0.01016260162601626
SERINE THREONINE KINASE,0.0037385853592727634,5,3,29,0.01016260162601626
CYSTEINE TYPE ENDOPEPTIDASE,0.0054852514486813785,4,3,29,0.008130081300813009
ACTIVITY INVOLVED APOPTOTIC,0.003906396058690339,4,3,29,0.008130081300813009
INVOLVED APOPTOTIC PROCESS,0.003906396058690339,4,3,29,0.008130081300813009
ENDOPEPTIDASE INHIBITOR ACTIVITY,0.009335516887254548,3,3,29,0.006097560975609756
TYPE ENDOPEPTIDASE INHIBITOR,0.009335516887254548,3,3,29,0.006097560975609756
KINASE INHIBITOR ACTIVITY,0.005563604640445137,3,3,29,0.006097560975609756
CYCLIN DEPENDENT PROTEIN,0.003029901796321934,3,3,29,0.006097560975609756
DEPENDENT PROTEIN SERINE,0.003029901796321934,3,3,29,0.006097560975609756
RESPONSE,0.05916500744677467,7,1,30,0.014227642276422764
LIGHT,0.08050652981394883,6,1,30,0.012195121951219513
ACTIVITY,0.011020622616750053,6,1,30,0.012195121951219513
STIMULUS,0.07254802625167231,5,1,30,0.01016260162601626
CELLULAR,0.08330217873612022,4,1,30,0.008130081300813009
CYCLASE,0.007106173608310308,4,1,30,0.008130081300813009
DETECTION,0.08623010236560213,3,1,30,0.006097560975609756
PHOTOTRANSDUCTION,0.06526217808273582,3,1,30,0.006097560975609756
RADIATION,0.05920777762048998,3,1,30,0.006097560975609756
LIGHT STIMULUS,0.09016431265358481,4,2,30,0.008130081300813009
CELLULAR RESPONSE,0.08330217873612022,4,2,30,0.008130081300813009
RESPONSE,0.03136429762222278,27,1,31,0.054878048780487805
REGULATION,0.019594783700834083,19,1,31,0.03861788617886179
CELLULAR,0.03682691647630386,13,1,31,0.026422764227642278
STRESS,0.043006992671975684,7,1,31,0.014227642276422764
PROCESS,0.010534180012019436,7,1,31,0.014227642276422764
ACTIVITY,0.004646081954742459,7,1,31,0.014227642276422764
NEGATIVE,0.025274757865609607,6,1,31,0.012195121951219513
OXIDATIVE,0.059043591648867785,5,1,31,0.01016260162601626
NITRIC,0.00791883509361616,5,1,31,0.01016260162601626
OXIDE,0.00791883509361616,5,1,31,0.01016260162601626
HYDROGEN,0.056509044148533166,4,1,31,0.008130081300813009
PEROXIDE,0.056509044148533166,4,1,31,0.008130081300813009
DRUG,0.03598854153107707,4,1,31,0.008130081300813009
METABOLIC,0.010157776908658505,4,1,31,0.008130081300813009
HYPOXIA,0.0022627542357570047,4,1,31,0.008130081300813009
BINDING,0.0006669370802587568,4,1,31,0.008130081300813009
OXYGEN,0.05099992925597435,3,1,31,0.006097560975609756
REACTIVE,0.04851800796491335,3,1,31,0.006097560975609756
SPECIES,0.04851800796491335,3,1,31,0.006097560975609756
POSITIVE,0.012084024541540504,3,1,31,0.006097560975609756
BIOSYNTHETIC,0.011036050816500676,3,1,31,0.006097560975609756
PATHWAY,0.01068379320059319,3,1,31,0.006097560975609756
SIGNALING,0.01068379320059319,3,1,31,0.006097560975609756
ACTIVATION,0.0021826394776112306,3,1,31,0.006097560975609756
ENOS,0.001715207370510041,3,1,31,0.006097560975609756
CELLULAR RESPONSE,0.03682691647630386,13,2,31,0.026422764227642278
NEGATIVE REGULATION,0.025274757865609607,6,2,31,0.012195121951219513
OXIDATIVE STRESS,0.059043591648867785,5,2,31,0.01016260162601626
RESPONSE OXIDATIVE,0.059043591648867785,5,2,31,0.01016260162601626
REGULATION CELLULAR,0.0218729068297049,5,2,31,0.01016260162601626
NITRIC OXIDE,0.00791883509361616,5,2,31,0.01016260162601626
HYDROGEN PEROXIDE,0.056509044148533166,4,2,31,0.008130081300813009
REGULATION RESPONSE,0.0491202253465757,4,2,31,0.008130081300813009
RESPONSE DRUG,0.03598854153107707,4,2,31,0.008130081300813009
METABOLIC PROCESS,0.010157776908658505,4,2,31,0.008130081300813009
RESPONSE HYDROGEN,0.0732085597052486,3,2,31,0.006097560975609756
POSITIVE REGULATION,0.012084024541540504,3,2,31,0.006097560975609756
BIOSYNTHETIC PROCESS,0.011036050816500676,3,2,31,0.006097560975609756
SIGNALING PATHWAY,0.01068379320059319,3,2,31,0.006097560975609756
RESPONSE HYPOXIA,0.0026388244412108917,3,2,31,0.006097560975609756
RESPONSE OXIDATIVE STRESS,0.059043591648867785,5,3,31,0.01016260162601626
REGULATION CELLULAR RESPONSE,0.0218729068297049,5,3,31,0.01016260162601626
RESPONSE HYDROGEN PEROXIDE,0.0732085597052486,3,3,31,0.006097560975609756
REGULATION RESPONSE OXIDATIVE,0.05226528525382166,3,3,31,0.006097560975609756
CELLULAR RESPONSE DRUG,0.03475637349982348,3,3,31,0.006097560975609756
ACTIVITY,0.0908679747149901,11,1,32,0.022357723577235773
ACETYLTRANSFERASE,0.09185901807327378,7,1,32,0.014227642276422764
N,0.11547661598658247,5,1,32,0.01016260162601626
METABOLISM,3.708460802939658e-05,3,1,32,0.006097560975609756
SURFACTANT,3.708460802939658e-05,3,1,32,0.006097560975609756
ACETYLTRANSFERASE ACTIVITY,0.09185901807327378,7,2,32,0.014227642276422764
N ACETYLTRANSFERASE,0.0955070530474473,4,2,32,0.008130081300813009
SURFACTANT METABOLISM,3.708460802939658e-05,3,2,32,0.006097560975609756
N ACETYLTRANSFERASE ACTIVITY,0.0955070530474473,4,3,32,0.008130081300813009
ACTIVITY,0.029605021094271752,29,1,33,0.05894308943089431
METHYLTRANSFERASE,0.028170098765505584,26,1,33,0.052845528455284556
TRNA,0.006093619708981007,9,1,33,0.018292682926829267
HISTONE,0.025795122841605185,8,1,33,0.016260162601626018
BINDING,0.0016262598083252888,8,1,33,0.016260162601626018
N,0.045706506743010876,6,1,33,0.012195121951219513
RNA,0.0082967037334811,6,1,33,0.012195121951219513
PROTEIN,0.026048559505429374,5,1,33,0.01016260162601626
SPECIFIC,0.011986988468499235,5,1,33,0.01016260162601626
RRNA,0.006339274608825882,5,1,33,0.01016260162601626
H3,0.01332161657316015,4,1,33,0.008130081300813009
MITOCHONDRION,0.002175039049967059,4,1,33,0.008130081300813009
POLYMERASE,0.0011184294278268087,4,1,33,0.008130081300813009
ARGININE,0.00890035620000799,3,1,33,0.006097560975609756
MODIFICATION,0.004547474510101262,3,1,33,0.006097560975609756
METHYLTRANSFERASE ACTIVITY,0.028170098765505584,26,2,33,0.052845528455284556
HISTONE METHYLTRANSFERASE,0.022432714638628393,6,2,33,0.012195121951219513
N METHYLTRANSFERASE,0.0537576492545583,5,2,33,0.01016260162601626
ACTIVITY H3,0.01332161657316015,4,2,33,0.008130081300813009
RNA POLYMERASE,0.0011184294278268087,4,2,33,0.008130081300813009
HISTONE METHYLTRANSFERASE ACTIVITY,0.022432714638628393,6,3,33,0.012195121951219513
N METHYLTRANSFERASE ACTIVITY,0.0537576492545583,5,3,33,0.01016260162601626
METHYLTRANSFERASE ACTIVITY H3,0.01332161657316015,4,3,33,0.008130081300813009
KINASE,0.059781756207676874,17,1,34,0.034552845528455285
ACTIVITY,0.07028168235869012,14,1,34,0.028455284552845527
PROTEIN,0.09022629323158665,9,1,34,0.018292682926829267
TYROSINE,0.14072450410873677,3,1,34,0.006097560975609756
RECEPTOR,0.13324327248376425,3,1,34,0.006097560975609756
DEPENDENT,0.015817515832146075,3,1,34,0.006097560975609756
KINASE ACTIVITY,0.07944036932773592,12,2,34,0.024390243902439025
PROTEIN KINASE,0.06497718779301156,6,2,34,0.012195121951219513
KINASE KINASE,0.013065311661001371,4,2,34,0.008130081300813009
PROTEIN TYROSINE,0.14072450410873677,3,2,34,0.006097560975609756
TYROSINE KINASE,0.14072450410873677,3,2,34,0.006097560975609756
DEPENDENT PROTEIN,0.015817515832146075,3,2,34,0.006097560975609756
PROTEIN KINASE ACTIVITY,0.07582378996087982,5,3,34,0.01016260162601626
PROTEIN TYROSINE KINASE,0.14072450410873677,3,3,34,0.006097560975609756
TYROSINE KINASE ACTIVITY,0.14072450410873677,3,3,34,0.006097560975609756
DEPENDENT PROTEIN KINASE,0.015817515832146075,3,3,34,0.006097560975609756
BINDING,0.1645742714899368,6,1,35,0.012195121951219513
DOMAIN,0.1645742714899368,6,1,35,0.012195121951219513
DOMAIN BINDING,0.17579988413160044,4,2,35,0.008130081300813009
